Título del vídeo,Visualizaciones,Porcentaje de clics de las impresiones (%),Med Juego Compartido,Med Horas vistas Juego,Med Impresiones Juego,Med porcentaje clicks Impresiones Juego,Med Visualizaciones Juego,Med Suscriptores Juego,Med Visualizaciones Año,Visualizaciones necesarias para suscribirse al canal,Visualizaciones necesarias para compartir el video
FIDDLE INSANE PENTAKILL by Montzyzz,465,1.5,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,0.0,232.5
Insane thresh predict 1.5 kk maestry god,464,2.5,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,0.0,464.0
Naval Action ep. 11 Renommee,458,4.1,4.181818181818182,97.90134545454545,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,421.21875,229.0,229.0
Naval Action ep. 17 Pelusa vs Depredador,439,6.56,4.181818181818182,97.90134545454545,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,268.4634146341463,219.5,219.5
Napoleón TW España 1 - GIBRALTAR ESPAÑOL,437,7.31,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,327.9764705882353,109.25,0.0
Taming Quetzal - Ark ep. 15,433,3.17,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,1145.3,-433.0,0.0
Campaña de las cruzadas 11 - Grandes victorias. Futuros mejores asedios.,431,4.28,0.36363636363636365,5.180945454545455,940.1818181818181,2.268181818181818,149.0,0.09090909090909091,1145.3,431.0,0.0
My best thresh play ever? 1.5 kk maestry,430,1.95,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,0.0,430.0
Naval Action ep. 9 GRAN defensa de Mimbres,426,3.39,4.181818181818182,97.90134545454545,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,421.21875,85.2,213.0
Hooks 2023 SirAlatriste #shortslol #leagueoflegends,422,0.66,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,174.2,422.0,0.0
2 BOSS ARAÑA TEK TIER - Ark Final Destroyer memories,414,1.41,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,327.9764705882353,0.0,59.142857142857146
Gran España - Europa Universalis IV #8 ||| ¡¡¡GUERRA CIVIL!!!,407,4.56,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,407.0,203.5
Gran España - Europa Universalis IV #2 || GUERRA EN ÁFRICA DEL NORTE,396,3.29,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,1145.3,0.0,0.0
Gran España - Europa Universalis IV #1 || NUEVA AVENTURA,392,10.27,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,1145.3,196.0,0.0
Jugando al Ark Survival Evolved ep. 1 - Volviendo al jurásico,386,7.1,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,1145.3,386.0,386.0
Zr Mbaka was a Lee Sin god on LoL,370,0.76,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,0.0,370.0
CoD MW2 Shots by Mbaka,370,1.15,3.142857142857143,2.9787,1025.2857142857142,2.447142857142857,313.57142857142856,4.285714285714286,1299.7551020408164,0.0,0.0
Tribus Cherokee #1 - Campaña cooperativa - EU4,369,3.98,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,73.8,0.0
Naval Action ep. 18 Naval battle Manataca,360,5.31,4.181818181818182,97.90134545454545,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,88.5,-360.0,120.0
Naval Action ep. 22 Batalla naval de Jagua,357,9.33,4.181818181818182,97.90134545454545,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,88.5,0.0,178.5
Imperivm RTC HD Nuevo sistema de lealtad 2022,353,9.07,10.0,85.84160588235294,9411.941176470587,7.367058823529412,2500.176470588235,11.0,1299.7551020408164,353.0,0.0
EPIC VOLCANO DEFENSE PART 1 | SERVER 230 | ARK SEASON 2017 #1,324,3.74,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,327.9764705882353,108.0,108.0
Mejora de gráficos - Ark ep. 4,320,3.33,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,1145.3,0.0,0.0
LoL Highlights Today ep. 18 - Duo bot ft. Mbaka,316,2.13,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,0.0,0.0
IMPERIUM 3 - Torneo de Campeones (Resumen) - Charla junto al Director de FX Interactive,311,3.74,10.0,85.84160588235294,9411.941176470587,7.367058823529412,2500.176470588235,11.0,327.9764705882353,0.0,0.0
FINAL DESTROYER back! - Ark ep. 21,310,3.07,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,244.6590909090909,0.0,51.666666666666664
Tensión para ganar (Con Manutez2009 y Ighby Ghy) - War Thunder #7,310,0.52,1.2,1.21214,242.6,0.9960000000000001,93.2,0.0,1145.3,0.0,0.0
Napoleón TW España 18 - ESPECIAL Batalla naval épica contra Nelson,305,4.05,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,101.66666666666667,50.833333333333336
Naval Action ep. 19 Port Battle Corrientes,304,8.27,4.181818181818182,97.90134545454545,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,88.5,304.0,60.8
Gran España - Europa Universalis IV #13 || GUERRAS EUROPEAS Y CUBA ESPAÑOLA,300,3.91,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,300.0
COD Warzone Montage | ItzImperius,291,2.77,3.142857142857143,2.9787,1025.2857142857142,2.447142857142857,313.57142857142856,4.285714285714286,88.5,291.0,18.1875
SCUBA Diving Megalodon - Ark ep. 6,285,2.06,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,1145.3,0.0,0.0
READY FOR FIGHT - Ark ep. 22,283,3.44,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,244.6590909090909,283.0,141.5
Gran España - Europa Universalis IV #32 |FIN|,280,7.47,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Wild Rift Road to Challenger - Top 100 Thresh,278,1.98,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,0.0,0.0
Raid a rusos - Ark ep. 32,269,3.04,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,244.6590909090909,0.0,0.0
Gran España - Europa Universalis IV #11 || BONANZA Y PUERTO RICO,269,4.12,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,134.5
CoD MW2 2022 Sniping Shots Montage,267,2.59,3.142857142857143,2.9787,1025.2857142857142,2.447142857142857,313.57142857142856,4.285714285714286,1299.7551020408164,267.0,44.5
HOW TO CARRY AS A SUPPORT TO GOLD - THRESH HOOKS,262,1.42,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,262.0,26.2
TRAILER EUROPA UNIVERSALIS IV - ODISEA EN AMÉRICA,252,2.48,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,126.0,126.0
Gran España - Europa Universalis IV #10 || REBELIONES Y COLONIAS EN AMÉRICA,251,3.57,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Naval Action ep. 8 PB William's Bay,250,3.03,4.181818181818182,97.90134545454545,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,421.21875,-250.0,125.0
Gran España - Europa Universalis IV #5 || ¡CASTILLA CONTRA 5 FACCIONES!,248,1.99,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,1145.3,0.0,0.0
Gameplay de la 1.2 del Imperivm RTC HD con Rambol,240,7.92,10.0,85.84160588235294,9411.941176470587,7.367058823529412,2500.176470588235,11.0,1299.7551020408164,0.0,120.0
NAPOLEÓN TOTAL WAR - Tráiler,239,2.86,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,327.9764705882353,0.0,119.5
Madlife VS SirAlatriste Thresh hook #leagueoflegends #lol #support,238,2.82,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,174.2,119.0,0.0
Naval Action ep. 7 Defensa de Cartagena de Indias,237,3.93,4.181818181818182,97.90134545454545,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,421.21875,237.0,33.857142857142854
Gran España - Europa Universalis IV #15 || GUERRA CONTRA INGLESES Y COMPAÑÍA,233,2.13,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,77.66666666666667,233.0
Wild Rift Road to Challenger - Kennen insane ultimate,232,3.97,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,116.0,116.0
BETA TOURNAMENT 2 -  Team LAZIO 78 [LRT] - Day 1 - League of Legends,226,2.01,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,226.0
IMPERIVM III - Las Grandes Batallas de Roma - Tráiler,223,5.74,10.0,85.84160588235294,9411.941176470587,7.367058823529412,2500.176470588235,11.0,327.9764705882353,0.0,22.3
Raid RUDOLF GMHB - Ark ep. 27,221,2.93,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,244.6590909090909,221.0,110.5
Napoleón TW España 34 - Batalla por Buda-Pest,219,3.19,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,73.0,0.0
Gran España - Europa Universalis IV #3 || GUERRA CONTRA GRANADA,217,3.91,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,1145.3,0.0,0.0
Tribus Cherokee #2 - Campaña cooperativa - EU4,217,2.4,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
Gran España - Europa Universalis IV #9 || RECUPERACIÓN Y ANEXIÓN DE NAVARRA,216,5.45,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,216.0,0.0
Naval Action ep. 5 Batalla de Remedios,210,3.61,4.181818181818182,97.90134545454545,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,327.9764705882353,0.0,0.0
Comentando la futura 1.2 del Imperivm RTC con Rambol,209,4.81,10.0,85.84160588235294,9411.941176470587,7.367058823529412,2500.176470588235,11.0,1299.7551020408164,104.5,41.8
Palizón online 2 vs 2 con Manutez2009 - Empire Total War,209,2.15,5.384615384615385,123.85656153846155,5924.153846153846,3.209230769230769,3685.923076923077,1.7692307692307692,1145.3,-209.0,209.0
Tutorial domando un T-Rex con Crym - How to tame rex Ark ep. 2,202,1.57,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,1145.3,0.0,0.0
Easy win LoL 14,198,0.66,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,14.142857142857142
Esparta #25 - Guerra en Salamina,191,3.03,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
Raid a posibles rusos - Ark ep. 31,190,2.76,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,244.6590909090909,0.0,190.0
Gameplay 3 T-Rex - Ark ep. 3,187,3.16,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,1145.3,187.0,93.5
Gran España - Europa Universalis IV #7 || CAMINO A LA GUERRA CIVIL,186,3.24,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,186.0,0.0
LoL Perfect Ulti Combo Fiddlesticks #shortslol #leagueoflegends,185,6.07,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,174.2,0.0,0.0
Gran España - Europa Universalis IV #21 | ¿SOLO LA FLORIDA ESPAÑOLA?,185,4.19,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Esparta #1 - Un nuevo comienzo,183,2.94,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,183.0,183.0
Clash Tournament #1 - League of Legends - Team MCL,180,0.9,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,421.21875,0.0,0.0
